index	prediction
3792	entailment
3793	entailment
3794	entailment
3795	not_entailment
3796	entailment
3797	not_entailment
3798	entailment
3799	entailment
3800	entailment
3801	entailment
3802	entailment
3803	entailment
3804	entailment
3805	entailment
3806	not_entailment
3807	entailment
3808	entailment
3809	entailment
3810	entailment
3811	not_entailment
3812	entailment
3813	not_entailment
3814	not_entailment
3815	entailment
3816	entailment
3817	entailment
3818	entailment
3819	entailment
3820	entailment
3821	entailment
3822	entailment
3823	not_entailment
3824	not_entailment
3825	not_entailment
3826	entailment
3827	entailment
3828	not_entailment
3829	entailment
3830	not_entailment
3831	entailment
3832	entailment
3833	entailment
3834	entailment
3835	entailment
3836	entailment
3837	entailment
3838	not_entailment
3839	entailment
3840	entailment
3841	not_entailment
3842	entailment
3843	not_entailment
3844	entailment
3845	entailment
3846	entailment
3847	entailment
3848	entailment
3849	entailment
3850	entailment
3851	entailment
3852	not_entailment
3853	entailment
3854	not_entailment
3855	entailment
3856	entailment
3857	entailment
3858	entailment
3859	entailment
3860	not_entailment
3861	entailment
3862	entailment
3863	entailment
3864	entailment
3865	entailment
3866	entailment
3867	entailment
3868	entailment
3869	not_entailment
3870	entailment
3871	entailment
3872	entailment
3873	entailment
3874	entailment
3875	entailment
3876	not_entailment
3877	entailment
3878	entailment
3879	not_entailment
3880	not_entailment
3881	entailment
3882	entailment
3883	entailment
3884	not_entailment
3885	entailment
3886	entailment
3887	not_entailment
3888	entailment
3889	entailment
3890	entailment
3891	not_entailment
3892	not_entailment
3893	entailment
3894	entailment
3895	not_entailment
3896	not_entailment
3897	entailment
3898	entailment
3899	entailment
3900	entailment
3901	entailment
3902	entailment
3903	entailment
3904	not_entailment
3905	entailment
3906	entailment
3907	not_entailment
3908	entailment
3909	entailment
3910	entailment
3911	entailment
3912	entailment
3913	not_entailment
3914	entailment
3915	entailment
3916	entailment
3917	entailment
3918	entailment
3919	entailment
3920	entailment
3921	entailment
3922	entailment
3923	not_entailment
3924	entailment
3925	entailment
3926	entailment
3927	entailment
3928	not_entailment
3929	entailment
3930	entailment
3931	entailment
3932	not_entailment
3933	not_entailment
3934	entailment
3935	not_entailment
3936	entailment
3937	entailment
3938	entailment
3939	not_entailment
3940	not_entailment
3941	not_entailment
3942	not_entailment
3943	not_entailment
3944	not_entailment
3945	entailment
3946	entailment
3947	entailment
3948	entailment
3949	not_entailment
3950	entailment
3951	entailment
3952	entailment
3953	not_entailment
3954	entailment
3955	entailment
3956	entailment
3957	not_entailment
3958	entailment
3959	entailment
3960	entailment
3961	not_entailment
3962	not_entailment
3963	not_entailment
3964	not_entailment
3965	not_entailment
3966	entailment
3967	entailment
3968	entailment
3969	entailment
3970	entailment
3971	entailment
3972	entailment
3973	entailment
3974	entailment
3975	entailment
3976	entailment
3977	entailment
3978	entailment
3979	entailment
3980	entailment
3981	entailment
3982	not_entailment
3983	entailment
3984	entailment
3985	entailment
3986	entailment
3987	not_entailment
3988	entailment
3989	entailment
3990	entailment
3991	not_entailment
3992	entailment
3993	entailment
3994	entailment
3995	entailment
3996	entailment
3997	entailment
3998	entailment
3999	entailment
4000	entailment
4001	not_entailment
4002	not_entailment
4003	entailment
4004	not_entailment
4005	entailment
4006	entailment
4007	entailment
4008	entailment
4009	entailment
4010	entailment
4011	entailment
4012	entailment
4013	entailment
4014	not_entailment
4015	entailment
4016	entailment
4017	entailment
4018	entailment
4019	not_entailment
4020	entailment
4021	entailment
4022	entailment
4023	not_entailment
4024	entailment
4025	entailment
4026	entailment
4027	entailment
4028	not_entailment
4029	entailment
4030	entailment
4031	not_entailment
4032	entailment
4033	entailment
4034	entailment
4035	entailment
4036	entailment
4037	not_entailment
4038	entailment
4039	not_entailment
4040	entailment
4041	entailment
4042	not_entailment
4043	entailment
4044	entailment
4045	entailment
4046	entailment
4047	entailment
4048	not_entailment
4049	entailment
4050	not_entailment
4051	entailment
4052	entailment
4053	entailment
4054	entailment
4055	entailment
4056	not_entailment
4057	entailment
4058	entailment
4059	not_entailment
4060	entailment
4061	entailment
4062	entailment
4063	not_entailment
4064	not_entailment
4065	not_entailment
4066	entailment
4067	entailment
4068	entailment
4069	entailment
4070	not_entailment
4071	not_entailment
4072	entailment
4073	entailment
4074	entailment
4075	not_entailment
4076	entailment
4077	entailment
4078	entailment
4079	not_entailment
4080	entailment
4081	not_entailment
4082	not_entailment
4083	entailment
4084	entailment
4085	entailment
4086	entailment
4087	entailment
4088	entailment
4089	entailment
4090	entailment
4091	entailment
4092	entailment
4093	entailment
4094	entailment
4095	entailment
4096	entailment
4097	entailment
4098	not_entailment
4099	entailment
4100	entailment
4101	not_entailment
4102	not_entailment
4103	entailment
4104	entailment
4105	entailment
4106	entailment
4107	entailment
4108	entailment
4109	entailment
4110	not_entailment
4111	entailment
4112	entailment
4113	entailment
4114	entailment
4115	not_entailment
4116	entailment
4117	entailment
4118	entailment
4119	not_entailment
4120	not_entailment
4121	not_entailment
4122	not_entailment
4123	entailment
4124	not_entailment
4125	entailment
4126	not_entailment
4127	entailment
4128	entailment
4129	entailment
4130	entailment
4131	entailment
4132	entailment
4133	entailment
4134	entailment
4135	entailment
4136	entailment
4137	not_entailment
4138	entailment
4139	not_entailment
4140	not_entailment
4141	not_entailment
4142	entailment
4143	entailment
4144	entailment
4145	not_entailment
4146	entailment
4147	not_entailment
4148	entailment
4149	entailment
4150	entailment
4151	not_entailment
4152	not_entailment
4153	entailment
4154	not_entailment
4155	not_entailment
4156	not_entailment
4157	entailment
4158	entailment
4159	entailment
4160	not_entailment
4161	entailment
4162	not_entailment
4163	entailment
4164	entailment
4165	entailment
4166	entailment
4167	not_entailment
4168	entailment
4169	not_entailment
4170	entailment
4171	entailment
4172	entailment
4173	not_entailment
4174	entailment
4175	not_entailment
4176	entailment
4177	entailment
4178	not_entailment
4179	entailment
4180	not_entailment
4181	entailment
4182	entailment
4183	entailment
4184	entailment
4185	entailment
4186	entailment
4187	entailment
4188	entailment
4189	entailment
4190	entailment
4191	not_entailment
4192	entailment
4193	entailment
4194	entailment
4195	entailment
4196	not_entailment
4197	not_entailment
4198	not_entailment
4199	not_entailment
4200	entailment
4201	not_entailment
4202	entailment
4203	entailment
4204	entailment
4205	entailment
4206	entailment
4207	entailment
4208	entailment
4209	not_entailment
4210	entailment
4211	entailment
4212	entailment
4213	not_entailment
4214	not_entailment
4215	entailment
4216	entailment
4217	entailment
4218	not_entailment
4219	entailment
4220	not_entailment
4221	entailment
4222	entailment
4223	entailment
4224	entailment
4225	entailment
4226	not_entailment
4227	not_entailment
4228	entailment
4229	entailment
4230	not_entailment
4231	not_entailment
4232	not_entailment
4233	entailment
4234	not_entailment
4235	not_entailment
4236	not_entailment
4237	entailment
4238	entailment
4239	entailment
4240	not_entailment
4241	not_entailment
4242	entailment
4243	entailment
4244	entailment
4245	not_entailment
4246	entailment
4247	not_entailment
4248	entailment
4249	not_entailment
4250	entailment
4251	entailment
4252	entailment
4253	entailment
4254	entailment
4255	not_entailment
4256	entailment
4257	entailment
4258	entailment
4259	entailment
4260	not_entailment
4261	not_entailment
4262	entailment
4263	not_entailment
4264	entailment
4265	entailment
4266	entailment
4267	not_entailment
4268	entailment
4269	entailment
4270	entailment
4271	not_entailment
4272	entailment
4273	not_entailment
4274	entailment
4275	entailment
4276	not_entailment
4277	entailment
4278	entailment
4279	entailment
4280	not_entailment
4281	entailment
4282	not_entailment
4283	entailment
4284	entailment
4285	entailment
4286	entailment
4287	entailment
4288	entailment
4289	entailment
4290	entailment
4291	entailment
4292	entailment
4293	not_entailment
4294	entailment
4295	not_entailment
4296	entailment
4297	not_entailment
4298	entailment
4299	entailment
4300	entailment
4301	not_entailment
4302	entailment
4303	entailment
4304	entailment
4305	entailment
4306	not_entailment
4307	not_entailment
4308	entailment
4309	not_entailment
4310	entailment
4311	entailment
4312	not_entailment
4313	entailment
4314	not_entailment
4315	not_entailment
4316	not_entailment
4317	entailment
4318	entailment
4319	not_entailment
4320	entailment
4321	not_entailment
4322	entailment
4323	entailment
4324	entailment
4325	entailment
4326	entailment
4327	not_entailment
4328	entailment
4329	entailment
4330	entailment
4331	entailment
4332	entailment
4333	entailment
4334	entailment
4335	not_entailment
4336	not_entailment
4337	entailment
4338	not_entailment
4339	entailment
4340	not_entailment
4341	not_entailment
4342	entailment
4343	not_entailment
4344	not_entailment
4345	entailment
4346	entailment
4347	entailment
4348	entailment
4349	entailment
4350	entailment
4351	entailment
4352	not_entailment
4353	entailment
4354	not_entailment
4355	not_entailment
4356	entailment
4357	entailment
4358	entailment
4359	entailment
4360	entailment
4361	not_entailment
4362	entailment
4363	entailment
4364	entailment
4365	entailment
4366	entailment
4367	entailment
4368	entailment
4369	entailment
4370	entailment
4371	entailment
4372	entailment
4373	entailment
4374	entailment
4375	not_entailment
4376	not_entailment
4377	entailment
4378	entailment
4379	entailment
4380	entailment
4381	entailment
4382	entailment
4383	entailment
4384	not_entailment
4385	not_entailment
4386	entailment
4387	entailment
4388	entailment
4389	entailment
4390	entailment
4391	entailment
4392	entailment
4393	not_entailment
4394	entailment
4395	entailment
4396	entailment
4397	not_entailment
4398	entailment
4399	entailment
4400	not_entailment
4401	entailment
4402	entailment
4403	entailment
4404	not_entailment
4405	entailment
4406	entailment
4407	entailment
4408	entailment
4409	entailment
4410	entailment
4411	entailment
4412	entailment
4413	entailment
4414	entailment
4415	entailment
4416	entailment
4417	not_entailment
4418	not_entailment
4419	entailment
4420	entailment
4421	entailment
4422	entailment
4423	not_entailment
4424	entailment
4425	not_entailment
4426	entailment
4427	not_entailment
4428	entailment
4429	entailment
4430	not_entailment
4431	entailment
4432	entailment
4433	entailment
4434	entailment
4435	not_entailment
4436	not_entailment
4437	entailment
4438	not_entailment
4439	entailment
4440	not_entailment
4441	not_entailment
4442	entailment
4443	entailment
4444	entailment
4445	not_entailment
4446	entailment
4447	entailment
4448	entailment
4449	entailment
4450	not_entailment
4451	entailment
4452	entailment
4453	entailment
4454	entailment
4455	not_entailment
4456	not_entailment
4457	entailment
4458	not_entailment
4459	not_entailment
4460	not_entailment
4461	entailment
4462	not_entailment
4463	not_entailment
4464	entailment
4465	entailment
4466	entailment
4467	entailment
4468	entailment
4469	entailment
4470	entailment
4471	entailment
4472	entailment
4473	not_entailment
4474	entailment
4475	entailment
4476	not_entailment
4477	not_entailment
4478	not_entailment
4479	entailment
4480	entailment
4481	not_entailment
4482	entailment
4483	not_entailment
4484	not_entailment
4485	entailment
4486	entailment
4487	not_entailment
4488	not_entailment
4489	entailment
4490	entailment
4491	not_entailment
4492	entailment
4493	not_entailment
4494	entailment
4495	entailment
4496	entailment
4497	entailment
4498	not_entailment
4499	not_entailment
4500	not_entailment
4501	entailment
4502	entailment
4503	entailment
4504	not_entailment
4505	not_entailment
4506	not_entailment
4507	entailment
4508	entailment
4509	not_entailment
4510	not_entailment
4511	entailment
4512	entailment
4513	entailment
4514	entailment
4515	entailment
4516	entailment
4517	entailment
4518	not_entailment
4519	not_entailment
4520	entailment
4521	entailment
4522	entailment
4523	entailment
4524	not_entailment
4525	entailment
4526	not_entailment
4527	entailment
4528	not_entailment
4529	entailment
4530	entailment
4531	entailment
4532	entailment
4533	not_entailment
4534	not_entailment
4535	entailment
4536	not_entailment
4537	entailment
4538	entailment
4539	entailment
4540	entailment
4541	entailment
4542	not_entailment
4543	entailment
4544	entailment
4545	entailment
4546	entailment
4547	entailment
4548	entailment
4549	entailment
4550	entailment
4551	entailment
4552	entailment
4553	entailment
4554	entailment
4555	entailment
4556	entailment
4557	not_entailment
4558	entailment
4559	not_entailment
4560	entailment
4561	entailment
4562	not_entailment
4563	entailment
4564	not_entailment
4565	entailment
4566	entailment
4567	entailment
4568	entailment
4569	not_entailment
4570	entailment
4571	entailment
4572	not_entailment
4573	not_entailment
4574	entailment
4575	entailment
4576	entailment
4577	not_entailment
4578	not_entailment
4579	not_entailment
4580	entailment
4581	entailment
4582	not_entailment
4583	not_entailment
4584	entailment
4585	entailment
4586	not_entailment
4587	not_entailment
4588	entailment
4589	entailment
4590	not_entailment
4591	entailment
4592	entailment
4593	entailment
4594	entailment
4595	entailment
4596	entailment
4597	not_entailment
4598	not_entailment
4599	entailment
4600	entailment
4601	not_entailment
4602	entailment
4603	not_entailment
4604	entailment
4605	entailment
4606	entailment
4607	entailment
4608	entailment
4609	not_entailment
4610	entailment
4611	entailment
4612	entailment
4613	entailment
4614	entailment
4615	entailment
4616	entailment
4617	entailment
4618	entailment
4619	entailment
4620	not_entailment
4621	entailment
4622	entailment
4623	entailment
4624	entailment
4625	not_entailment
4626	entailment
4627	entailment
4628	entailment
4629	entailment
4630	entailment
4631	entailment
4632	not_entailment
4633	entailment
4634	not_entailment
4635	not_entailment
4636	not_entailment
4637	entailment
4638	entailment
4639	entailment
4640	entailment
4641	entailment
4642	entailment
4643	not_entailment
4644	entailment
4645	not_entailment
4646	entailment
4647	not_entailment
4648	not_entailment
4649	not_entailment
4650	entailment
4651	entailment
4652	entailment
4653	entailment
4654	entailment
4655	entailment
4656	not_entailment
4657	not_entailment
4658	entailment
4659	entailment
4660	not_entailment
4661	not_entailment
4662	entailment
4663	entailment
4664	entailment
4665	not_entailment
4666	entailment
4667	entailment
4668	not_entailment
4669	not_entailment
4670	entailment
4671	entailment
4672	entailment
4673	entailment
4674	entailment
4675	entailment
4676	entailment
4677	entailment
4678	entailment
4679	entailment
4680	entailment
4681	not_entailment
4682	entailment
4683	entailment
4684	not_entailment
4685	entailment
4686	entailment
4687	entailment
4688	entailment
4689	entailment
4690	not_entailment
4691	entailment
4692	entailment
4693	entailment
4694	entailment
4695	entailment
4696	entailment
4697	entailment
4698	entailment
4699	entailment
4700	entailment
4701	entailment
4702	not_entailment
4703	entailment
4704	not_entailment
4705	entailment
4706	entailment
4707	entailment
4708	entailment
4709	entailment
4710	entailment
4711	not_entailment
4712	entailment
4713	entailment
4714	not_entailment
4715	entailment
4716	entailment
4717	entailment
4718	not_entailment
4719	entailment
4720	entailment
4721	entailment
4722	not_entailment
4723	not_entailment
4724	entailment
4725	entailment
4726	entailment
4727	entailment
4728	entailment
4729	entailment
4730	entailment
4731	entailment
4732	not_entailment
4733	entailment
4734	entailment
4735	entailment
4736	entailment
4737	not_entailment
4738	not_entailment
4739	not_entailment
4740	entailment
4741	entailment
4742	entailment
4743	entailment
4744	entailment
4745	entailment
4746	entailment
4747	entailment
4748	entailment
4749	entailment
4750	entailment
4751	entailment
4752	not_entailment
4753	entailment
4754	entailment
4755	entailment
4756	entailment
4757	not_entailment
4758	entailment
4759	entailment
4760	entailment
4761	entailment
4762	entailment
4763	entailment
4764	entailment
4765	entailment
4766	entailment
4767	entailment
4768	entailment
4769	not_entailment
4770	entailment
4771	entailment
4772	not_entailment
4773	not_entailment
4774	entailment
4775	entailment
4776	not_entailment
4777	not_entailment
4778	entailment
4779	entailment
4780	entailment
4781	entailment
4782	entailment
4783	entailment
4784	entailment
4785	entailment
4786	not_entailment
4787	entailment
4788	entailment
4789	entailment
4790	not_entailment
4791	entailment
4792	entailment
4793	entailment
4794	entailment
4795	entailment
4796	entailment
4797	entailment
4798	not_entailment
4799	not_entailment
4800	entailment
4801	not_entailment
4802	not_entailment
4803	not_entailment
4804	entailment
4805	not_entailment
4806	entailment
4807	entailment
4808	entailment
4809	not_entailment
4810	entailment
4811	not_entailment
4812	entailment
4813	entailment
4814	entailment
4815	entailment
4816	not_entailment
4817	not_entailment
4818	entailment
4819	entailment
4820	entailment
4821	not_entailment
4822	not_entailment
4823	entailment
4824	entailment
4825	entailment
4826	entailment
4827	entailment
4828	not_entailment
4829	entailment
4830	entailment
4831	entailment
4832	entailment
4833	entailment
4834	entailment
4835	entailment
4836	entailment
4837	entailment
4838	entailment
4839	entailment
4840	not_entailment
4841	entailment
4842	entailment
4843	entailment
4844	entailment
4845	not_entailment
4846	entailment
4847	entailment
4848	entailment
4849	entailment
4850	entailment
4851	not_entailment
4852	entailment
4853	entailment
4854	entailment
4855	not_entailment
4856	not_entailment
4857	entailment
4858	entailment
4859	entailment
4860	not_entailment
4861	entailment
4862	not_entailment
4863	entailment
4864	entailment
4865	not_entailment
4866	entailment
4867	entailment
4868	entailment
4869	entailment
4870	entailment
4871	not_entailment
4872	entailment
4873	entailment
4874	entailment
4875	entailment
4876	not_entailment
4877	not_entailment
4878	entailment
4879	entailment
4880	entailment
4881	not_entailment
4882	not_entailment
4883	not_entailment
4884	not_entailment
4885	entailment
4886	entailment
4887	entailment
4888	entailment
4889	entailment
4890	entailment
4891	entailment
4892	entailment
4893	not_entailment
4894	not_entailment
4895	entailment
4896	entailment
4897	entailment
4898	not_entailment
4899	entailment
4900	entailment
4901	entailment
4902	not_entailment
4903	not_entailment
4904	not_entailment
4905	entailment
4906	not_entailment
4907	not_entailment
4908	not_entailment
4909	not_entailment
4910	entailment
4911	entailment
4912	entailment
4913	entailment
4914	entailment
4915	not_entailment
4916	entailment
4917	entailment
4918	entailment
4919	not_entailment
4920	entailment
4921	entailment
4922	entailment
4923	not_entailment
4924	not_entailment
4925	entailment
4926	entailment
4927	not_entailment
4928	not_entailment
4929	not_entailment
4930	entailment
4931	entailment
4932	not_entailment
4933	entailment
4934	entailment
4935	entailment
4936	entailment
4937	entailment
4938	entailment
4939	entailment
4940	not_entailment
4941	entailment
4942	entailment
4943	not_entailment
4944	entailment
4945	entailment
4946	entailment
4947	entailment
4948	not_entailment
4949	entailment
4950	not_entailment
4951	entailment
4952	entailment
4953	entailment
4954	not_entailment
4955	entailment
4956	entailment
4957	entailment
4958	not_entailment
4959	entailment
4960	entailment
4961	entailment
4962	not_entailment
4963	entailment
4964	entailment
4965	entailment
4966	entailment
4967	entailment
4968	entailment
4969	not_entailment
4970	entailment
4971	entailment
4972	entailment
4973	not_entailment
4974	entailment
4975	not_entailment
4976	entailment
4977	entailment
4978	not_entailment
4979	not_entailment
4980	not_entailment
4981	entailment
4982	not_entailment
4983	entailment
4984	entailment
4985	entailment
4986	not_entailment
4987	not_entailment
4988	not_entailment
4989	entailment
4990	entailment
4991	not_entailment
4992	entailment
4993	entailment
4994	entailment
4995	entailment
4996	not_entailment
4997	not_entailment
4998	entailment
4999	not_entailment
5000	entailment
5001	entailment
5002	entailment
5003	not_entailment
5004	entailment
5005	entailment
5006	entailment
5007	entailment
5008	not_entailment
5009	entailment
5010	entailment
5011	entailment
5012	entailment
5013	entailment
5014	not_entailment
5015	entailment
5016	entailment
5017	not_entailment
5018	not_entailment
5019	entailment
5020	entailment
5021	not_entailment
5022	entailment
5023	entailment
5024	entailment
5025	entailment
5026	entailment
5027	entailment
5028	entailment
5029	entailment
5030	entailment
5031	not_entailment
5032	entailment
5033	entailment
5034	entailment
5035	entailment
5036	entailment
5037	entailment
5038	not_entailment
5039	entailment
5040	entailment
5041	not_entailment
5042	entailment
5043	entailment
5044	not_entailment
5045	not_entailment
5046	entailment
5047	not_entailment
5048	entailment
5049	entailment
5050	entailment
5051	entailment
5052	entailment
5053	entailment
5054	entailment
5055	entailment
5056	entailment
5057	entailment
5058	entailment
5059	entailment
5060	entailment
5061	entailment
5062	entailment
5063	not_entailment
5064	not_entailment
5065	entailment
5066	entailment
5067	not_entailment
5068	entailment
5069	entailment
5070	not_entailment
5071	not_entailment
5072	entailment
5073	entailment
5074	entailment
5075	not_entailment
5076	not_entailment
5077	not_entailment
5078	entailment
5079	entailment
5080	entailment
5081	entailment
5082	not_entailment
5083	entailment
5084	entailment
5085	not_entailment
5086	entailment
5087	entailment
5088	not_entailment
5089	entailment
5090	not_entailment
5091	not_entailment
5092	entailment
5093	entailment
5094	entailment
5095	entailment
5096	entailment
5097	entailment
5098	entailment
5099	not_entailment
5100	not_entailment
5101	not_entailment
5102	entailment
5103	not_entailment
5104	not_entailment
5105	not_entailment
5106	not_entailment
5107	entailment
5108	entailment
5109	entailment
5110	not_entailment
5111	not_entailment
5112	entailment
5113	entailment
5114	entailment
5115	entailment
5116	not_entailment
5117	not_entailment
5118	entailment
5119	entailment
5120	not_entailment
5121	entailment
5122	entailment
5123	entailment
5124	entailment
5125	not_entailment
5126	not_entailment
5127	not_entailment
5128	entailment
5129	entailment
5130	entailment
5131	entailment
5132	entailment
5133	entailment
5134	entailment
5135	not_entailment
5136	not_entailment
5137	entailment
5138	not_entailment
5139	entailment
5140	entailment
5141	entailment
5142	entailment
5143	not_entailment
5144	not_entailment
5145	not_entailment
5146	entailment
5147	entailment
5148	not_entailment
5149	not_entailment
5150	entailment
5151	not_entailment
5152	entailment
5153	not_entailment
5154	not_entailment
5155	entailment
5156	not_entailment
5157	entailment
5158	entailment
5159	not_entailment
5160	not_entailment
5161	entailment
5162	entailment
5163	entailment
5164	entailment
5165	entailment
5166	entailment
5167	entailment
5168	entailment
5169	entailment
5170	entailment
5171	entailment
5172	not_entailment
5173	not_entailment
5174	entailment
5175	entailment
5176	entailment
5177	entailment
5178	entailment
5179	entailment
5180	not_entailment
5181	entailment
5182	entailment
5183	entailment
5184	not_entailment
5185	entailment
5186	entailment
5187	entailment
5188	entailment
5189	entailment
5190	not_entailment
5191	entailment
5192	not_entailment
5193	entailment
5194	entailment
5195	not_entailment
5196	not_entailment
5197	entailment
5198	entailment
5199	entailment
5200	entailment
5201	entailment
5202	not_entailment
5203	not_entailment
5204	entailment
5205	entailment
5206	entailment
5207	entailment
5208	entailment
5209	entailment
5210	entailment
5211	entailment
5212	entailment
5213	not_entailment
5214	entailment
5215	not_entailment
5216	entailment
5217	not_entailment
5218	entailment
5219	entailment
5220	entailment
5221	entailment
5222	entailment
5223	entailment
5224	not_entailment
5225	not_entailment
5226	entailment
5227	entailment
5228	entailment
5229	entailment
5230	entailment
5231	not_entailment
5232	entailment
5233	entailment
5234	not_entailment
5235	entailment
5236	entailment
5237	not_entailment
5238	entailment
5239	not_entailment
5240	entailment
5241	entailment
5242	not_entailment
5243	entailment
5244	not_entailment
5245	not_entailment
5246	entailment
5247	not_entailment
5248	entailment
5249	entailment
5250	entailment
5251	entailment
5252	entailment
5253	entailment
5254	not_entailment
5255	entailment
5256	entailment
5257	entailment
5258	not_entailment
5259	not_entailment
5260	entailment
5261	entailment
5262	not_entailment
5263	entailment
5264	not_entailment
5265	entailment
5266	entailment
5267	entailment
5268	entailment
5269	entailment
5270	entailment
5271	entailment
5272	not_entailment
5273	entailment
5274	not_entailment
5275	entailment
5276	entailment
5277	not_entailment
5278	entailment
5279	entailment
5280	entailment
5281	not_entailment
5282	not_entailment
5283	entailment
5284	entailment
5285	entailment
5286	entailment
5287	entailment
5288	not_entailment
5289	entailment
5290	entailment
5291	not_entailment
5292	not_entailment
5293	entailment
5294	not_entailment
5295	entailment
5296	entailment
5297	entailment
5298	entailment
5299	entailment
5300	not_entailment
5301	entailment
5302	entailment
5303	entailment
5304	not_entailment
5305	entailment
5306	entailment
5307	entailment
5308	not_entailment
5309	entailment
5310	not_entailment
5311	entailment
5312	not_entailment
5313	entailment
5314	entailment
5315	not_entailment
5316	entailment
5317	entailment
5318	not_entailment
5319	entailment
5320	not_entailment
5321	entailment
5322	entailment
5323	entailment
5324	entailment
5325	not_entailment
5326	entailment
5327	not_entailment
5328	not_entailment
5329	entailment
5330	entailment
5331	entailment
5332	entailment
5333	entailment
5334	not_entailment
5335	not_entailment
5336	entailment
5337	not_entailment
5338	entailment
5339	not_entailment
5340	entailment
5341	not_entailment
5342	entailment
5343	entailment
5344	not_entailment
5345	entailment
5346	not_entailment
5347	entailment
5348	not_entailment
5349	entailment
5350	entailment
5351	entailment
5352	entailment
5353	entailment
5354	entailment
5355	not_entailment
5356	entailment
5357	entailment
5358	entailment
5359	entailment
5360	entailment
5361	entailment
5362	entailment
5363	entailment
5364	entailment
5365	not_entailment
5366	entailment
5367	entailment
5368	not_entailment
5369	entailment
5370	not_entailment
5371	entailment
5372	entailment
5373	not_entailment
5374	entailment
5375	entailment
5376	entailment
5377	entailment
5378	entailment
5379	entailment
5380	not_entailment
5381	not_entailment
5382	entailment
5383	entailment
5384	entailment
5385	entailment
5386	entailment
5387	not_entailment
5388	not_entailment
5389	entailment
5390	entailment
5391	entailment
5392	entailment
5393	entailment
5394	entailment
5395	not_entailment
5396	not_entailment
5397	entailment
5398	entailment
5399	entailment
5400	not_entailment
5401	entailment
5402	not_entailment
5403	entailment
5404	entailment
5405	entailment
5406	not_entailment
5407	entailment
5408	not_entailment
5409	entailment
5410	not_entailment
5411	entailment
5412	not_entailment
5413	not_entailment
5414	not_entailment
5415	not_entailment
5416	entailment
5417	not_entailment
5418	entailment
5419	entailment
5420	entailment
5421	entailment
5422	entailment
5423	entailment
5424	entailment
5425	entailment
5426	entailment
5427	entailment
5428	entailment
5429	entailment
5430	entailment
5431	entailment
5432	entailment
5433	entailment
5434	entailment
5435	entailment
5436	entailment
5437	not_entailment
5438	entailment
5439	not_entailment
5440	entailment
5441	entailment
5442	entailment
5443	entailment
5444	not_entailment
5445	entailment
5446	entailment
5447	not_entailment
5448	not_entailment
5449	entailment
5450	not_entailment
5451	not_entailment
5452	not_entailment
5453	not_entailment
5454	entailment
5455	entailment
5456	entailment
5457	entailment
5458	not_entailment
5459	entailment
5460	not_entailment
5461	entailment
5462	not_entailment
